"","other","acetobacteraceae","bradyrhizobiaceae","caulobacteraceae","comamonadaceae","hyphomicrobiaceae","mycobacteriaceae","oxalobacteraceae","rhodospirillaceae","sphingomonadaceae","xanthomonadaceae"
"X24_cp271",0.927207219251337,0.0116540181224005,0.0112790404040404,0.00382948306595365,0.0040544696969697,0.019903527926322,0.00087965834818776,0.00087965834818776,0.0165037299465241,0.00145462418300654,0.00235457070707071
"X24_cp242",0.927807183600713,0.00100465092097445,0.00337950980392157,0.00147962269756387,0.014578844325609,0.0272280926916221,0.00115464200831848,0.0019545944741533,0.00832921568627451,0.00705429144385027,0.00602935234699941
"X24_cp274",0.91975766191325,0.0104290909090909,0.014278862150921,0.00495441622103387,0.00225457664884135,0.0214784343434343,0.00135463012477718,0.00202959001782531,0.00977912953060012,0.00907917112299465,0.00460443701723114
"X24_cp269",0.9023836942959,0.0187785947712418,0.0178036527035056,0.00737927213309566,0.00160461527035056,0.023378321449792,0.00125463606654783,0.000704668746286393,0.0136289007724302,0.00592935828877005,0.00715428550207962
"X24_cp301",0.941781353238265,0.000829661319073084,0.00282954248366013,0.00192959595959596,0.005629376114082,0.0192785650623886,0.00157961675579323,0.000779664289958408,0.0102790998217469,0.0100791117052882,0.00500441325014854
"X24_cp250",0.943381258169935,0.00140462715389186,0.00315452317290553,0.00122963755199049,0.0147788324420677,0.0205034922756982,0.000129702911467617,0.00167961081402258,0.00705429144385027,0.00392947712418301,0.00275454693998812
"X24_cp273",0.942656301247772,0.00230457367795603,0.00305452911467617,0.002154582590612,0.00885418449197861,0.0106290790255496,0.00135463012477718,0.00442944741532977,0.00802923351158645,0.0101541072489602,0.00637933155080214
"X24_cp297",0.945106155674391,0.000804662804515746,0.00255455882352941,0.00140462715389186,0.00805423202614379,0.0201785115864528,0.000704668746286393,0.00107964646464646,0.00750426470588235,0.00872919191919192,0.00387948009506833
"X24_cp270",0.944281204693999,0.00517940285204991,0.00497941473559121,0.002154582590612,0.00347950386215092,0.0186536021984551,0.000929655377302436,0.000704668746286393,0.0119540002970885,0.00257955733808675,0.0051044073083779
"X24_cp268",0.919132699049317,0.0140038784907903,0.0114290314913844,0.00392947712418301,0.00087965834818776,0.0208284729649435,0.00047968211527035,0.000429685086155674,0.026628128342246,0.000629673202614379,0.0016296137849079
"X24_cp295",0.939806470588235,0.000704668746286393,0.00337950980392157,0.00107964646464646,0.00935415478312537,0.0224283778966132,0.000679670231729055,0.00152961972667855,0.00840421122994653,0.0082542201426025,0.00437945038621509
