"","other","Mortierellomycetes","Tremellomycetes","Umbelopsidomycetes","Agaricomycetes","Sordariomycetes","Eurotiomycetes","Leotiomycetes","Pezizomycetes","Dothideomycetes"
"SRR1502618",0.0415841584158416,0.223762376237624,0.0148514851485149,0.0198019801980198,0.537623762376238,0.0198019801980198,0.0465346534653465,0.0099009900990099,0.0633663366336634,0.0227722772277228
"SRR1502619",0.0435643564356436,0.498019801980198,0.00693069306930693,0.00099009900990099,0.300990099009901,0.0297029702970297,0.0178217821782178,0.00693069306930693,0.0514851485148515,0.0435643564356436
"SRR1502626",0.0762376237623762,0.163366336633663,0.00198019801980198,0.144554455445545,0.440594059405941,0.0465346534653465,0.0702970297029703,0.0247524752475248,0.0108910891089109,0.0207920792079208
"SRR1502627",0.105940594059406,0.203960396039604,0.0108910891089109,0.133663366336634,0.385148514851485,0.0623762376237624,0.0524752475247525,0.0158415841584158,0.00099009900990099,0.0287128712871287
"SRR1502628",0.196039603960396,0.162376237623762,0.0108910891089109,0.297029702970297,0.230693069306931,0.0099009900990099,0.0633663366336634,0.0128712871287129,0.00099009900990099,0.0158415841584158
"SRR1502637",0.122772277227723,0.0297029702970297,0.0168316831683168,0.0198019801980198,0.713861386138614,0.0267326732673267,0.0237623762376238,0.0198019801980198,0.00198019801980198,0.0247524752475248
"SRR1502638",0.182178217821782,0.0702970297029703,0.0495049504950495,0.0148514851485149,0.566336633663366,0.0287128712871287,0.0267326732673267,0.0237623762376238,0.0148514851485149,0.0227722772277228
"SRR1502639",0.0445544554455446,0.0217821782178218,0.0118811881188119,0.00297029702970297,0.603960396039604,0.099009900990099,0.108910891089109,0.0386138613861386,0.0148514851485149,0.0534653465346535
"SRR1502640",0.0425742574257426,0.0574257425742574,0.0346534653465347,0.00099009900990099,0.605940594059406,0.0574257425742574,0.0336633663366337,0.0356435643564356,0.096039603960396,0.0356435643564356
"SRR1502641",0.0910891089108911,0.0118811881188119,0.00693069306930693,0.00099009900990099,0.744554455445545,0.0465346534653465,0.0415841584158416,0.0148514851485149,0.0158415841584158,0.0257425742574257
"SRR1502642",0.0386138613861386,0.0633663366336634,0.00099009900990099,0.00099009900990099,0.585148514851485,0.0475247524752475,0.0435643564356436,0.0564356435643564,0.128712871287129,0.0346534653465347
"SRR1502643",0.0257425742574257,0.00099009900990099,0.0396039603960396,0.00099009900990099,0.426732673267327,0.223762376237624,0.101980198019802,0.0168316831683168,0.0227722772277228,0.140594059405941
"SRR1502644",0.0277227722772277,0.00099009900990099,0.00891089108910891,0.00099009900990099,0.575247524752475,0.107920792079208,0.0871287128712871,0.00099009900990099,0.00099009900990099,0.189108910891089
"SRR1502654",0.00495049504950495,0.0366336633663366,0.0396039603960396,0.00891089108910891,0.778217821782178,0.00594059405940594,0.00099009900990099,0.0792079207920792,0.0445544554455446,0.00099009900990099
"SRR1502655",0.00198019801980198,0.101980198019802,0.0128712871287129,0.00099009900990099,0.817821782178218,0.00099009900990099,0.00099009900990099,0.00198019801980198,0.0386138613861386,0.0217821782178218
"SRR1502656",0.0138613861386139,0.0475247524752475,0.00396039603960396,0.00099009900990099,0.730693069306931,0.0188118811881188,0.0128712871287129,0.0613861386138614,0.101980198019802,0.00792079207920792
"SRR1502657",0.0594059405940594,0.0950495049504951,0.00495049504950495,0.00099009900990099,0.720792079207921,0.0396039603960396,0.00594059405940594,0.0158415841584158,0.0267326732673267,0.0306930693069307
"SRR1502658",0.00693069306930693,0.0861386138613861,0.0108910891089109,0.00099009900990099,0.71980198019802,0.0128712871287129,0.0099009900990099,0.0118811881188119,0.107920792079208,0.0326732673267327
"SRR1502659",0.0613861386138614,0.00693069306930693,0.0366336633663366,0.0811881188118812,0.218811881188119,0.121782178217822,0.367326732673267,0.00792079207920792,0.00099009900990099,0.097029702970297
"SRR1502667",0.0881188118811881,0.220792079207921,0.0178217821782178,0.128712871287129,0.433663366336634,0.00396039603960396,0.0475247524752475,0.0574257425742574,0.00099009900990099,0.00099009900990099
"SRR1502671",0.0306930693069307,0.0435643564356436,0.0267326732673267,0.282178217821782,0.569306930693069,0.00099009900990099,0.0168316831683168,0.0158415841584158,0.00198019801980198,0.0118811881188119
"SRR1502672",0.0861386138613861,0.137623762376238,0.0564356435643564,0.0930693069306931,0.507920792079208,0.00891089108910891,0.0247524752475248,0.0544554455445545,0.0277227722772277,0.00297029702970297
"SRR1502673",0.00495049504950495,0.00594059405940594,0.00495049504950495,0.136633663366337,0.714851485148515,0.00198019801980198,0.0435643564356436,0.0267326732673267,0.0564356435643564,0.00396039603960396
"SRR1502674",0.0247524752475248,0.00792079207920792,0.0168316831683168,0.0316831683168317,0.572277227722772,0.0099009900990099,0.0782178217821782,0.0425742574257426,0.204950495049505,0.0108910891089109
